"","Month","Day","Year","value","Date","quarter"
"2758","11","27",1979,6.715,1979-11-27,4
"2759","11","28",1979,6.675,1979-11-28,4
"2760","11","29",1979,6.735,1979-11-29,4
"2761","11","30",1979,6.8175,1979-11-30,4
"2762","12","3",1979,6.7875,1979-12-03,4
"2763","12","4",1979,6.7575,1979-12-04,4
"2764","12","5",1979,6.695,1979-12-05,4
"2765","12","6",1979,6.59,1979-12-06,4
"2766","12","7",1979,6.595,1979-12-07,4
"2767","12","10",1979,6.61,1979-12-10,4
"2768","12","11",1979,6.705,1979-12-11,4
"2769","12","12",1979,6.655,1979-12-12,4
"2770","12","13",1979,6.65,1979-12-13,4
"2771","12","14",1979,6.685,1979-12-14,4
"2772","12","17",1979,6.5925,1979-12-17,4
"2773","12","18",1979,6.615,1979-12-18,4
"2774","12","19",1979,6.67,1979-12-19,4
"2775","12","20",1979,6.6775,1979-12-20,4
"2776","12","21",1979,6.6825,1979-12-21,4
"2777","12","26",1979,6.6915,1979-12-26,4
"2778","12","27",1979,6.627,1979-12-27,4
"2779","12","28",1979,6.666,1979-12-28,4
"2780","12","31",1979,6.6005,1979-12-31,4
"2781","1","2",1980,6.635,1980-01-02,1
"2782","1","3",1980,6.7,1980-01-03,1
"2783","1","4",1980,6.655,1980-01-04,1
"2784","1","9",1980,6.355,1980-01-09,1
"2785","1","10",1980,6.5175,1980-01-10,1
"2786","1","11",1980,6.585,1980-01-11,1
"2787","1","14",1980,6.58,1980-01-14,1
"2788","1","15",1980,6.5625,1980-01-15,1
"2789","1","16",1980,6.55,1980-01-16,1
"2790","1","17",1980,6.77,1980-01-17,1
"2791","1","18",1980,6.705,1980-01-18,1
"2792","1","21",1980,6.625,1980-01-21,1
"2793","1","22",1980,6.585,1980-01-22,1
"2794","1","23",1980,6.7225,1980-01-23,1
"2795","1","24",1980,6.635,1980-01-24,1
"2796","1","25",1980,6.605,1980-01-25,1
"2797","1","28",1980,6.615,1980-01-28,1
"2798","1","29",1980,6.61,1980-01-29,1
"2799","1","30",1980,6.6675,1980-01-30,1
"2800","1","31",1980,6.73,1980-01-31,1
"2801","2","1",1980,6.685,1980-02-01,1
"2802","2","4",1980,6.8125,1980-02-04,1
"2803","2","5",1980,6.75,1980-02-05,1
"2804","2","6",1980,6.735,1980-02-06,1
"2805","2","7",1980,6.79,1980-02-07,1
"2806","2","8",1980,6.75,1980-02-08,1
"2807","2","11",1980,6.75,1980-02-11,1
"2808","2","12",1980,6.675,1980-02-12,1
"2809","2","13",1980,6.6825,1980-02-13,1
"2810","2","14",1980,6.5975,1980-02-14,1
"2811","2","15",1980,6.5425,1980-02-15,1
"2812","2","19",1980,6.385,1980-02-19,1
"2813","2","20",1980,6.4375,1980-02-20,1
"2814","2","21",1980,6.4475,1980-02-21,1
"2815","2","22",1980,6.415,1980-02-22,1
"2816","2","25",1980,6.415,1980-02-25,1
"2817","2","26",1980,6.4145,1980-02-26,1
"2818","2","27",1980,6.526,1980-02-27,1
"2819","2","28",1980,6.5165,1980-02-28,1
"2820","2","29",1980,6.5265,1980-02-29,1
"2821","3","3",1980,6.605,1980-03-03,1
"2822","3","4",1980,6.665,1980-03-04,1
"2823","3","5",1980,6.645,1980-03-05,1
"2824","3","6",1980,6.545,1980-03-06,1
"2825","3","7",1980,6.485,1980-03-07,1
"2826","3","10",1980,6.435,1980-03-10,1
"2827","3","11",1980,6.3925,1980-03-11,1
"2828","3","12",1980,6.445,1980-03-12,1
"2829","3","13",1980,6.345,1980-03-13,1
"2830","3","14",1980,6.385,1980-03-14,1
"2831","3","17",1980,6.33,1980-03-17,1
"2832","3","18",1980,6.335,1980-03-18,1
"2833","3","19",1980,6.365,1980-03-19,1
"2834","3","20",1980,6.295,1980-03-20,1
"2835","3","21",1980,6.24,1980-03-21,1
"2836","3","24",1980,6.1775,1980-03-24,1
"2837","3","25",1980,6.135,1980-03-25,1
"2838","3","26",1980,6.075,1980-03-26,1
"2839","3","27",1980,5.9675,1980-03-27,1
"2840","3","28",1980,5.95,1980-03-28,1
"2841","3","31",1980,5.83,1980-03-31,1
"2842","4","1",1980,5.795,1980-04-01,2
"2843","4","2",1980,5.8375,1980-04-02,2
"2844","4","3",1980,5.855,1980-04-03,2
"2845","4","7",1980,5.855,1980-04-07,2
"2846","4","8",1980,5.895,1980-04-08,2
"2847","4","9",1980,5.9975,1980-04-09,2
"2848","4","10",1980,5.945,1980-04-10,2
"2849","4","11",1980,5.9475,1980-04-11,2
"2850","4","14",1980,5.905,1980-04-14,2
"2851","4","15",1980,5.9575,1980-04-15,2
"2852","4","16",1980,6.0325,1980-04-16,2
"2853","4","17",1980,5.9625,1980-04-17,2
"2854","4","18",1980,5.92,1980-04-18,2
"2855","4","21",1980,5.985,1980-04-21,2
"2856","4","22",1980,5.9925,1980-04-22,2
"2857","4","23",1980,5.945,1980-04-23,2
"2858","4","24",1980,5.9775,1980-04-24,2
"2859","4","25",1980,6.112,1980-04-25,2
"2860","4","28",1980,6.065,1980-04-28,2
"2861","4","29",1980,6.0425,1980-04-29,2
"2862","4","30",1980,6.113,1980-04-30,2
"2863","5","1",1980,6.095,1980-05-01,2
"2864","5","2",1980,6.155,1980-05-02,2
"2865","5","5",1980,6.31,1980-05-05,2
"2866","5","6",1980,6.255,1980-05-06,2
"2867","5","7",1980,6.2575,1980-05-07,2
"2868","5","8",1980,6.32,1980-05-08,2
"2869","5","9",1980,6.325,1980-05-09,2
"2870","5","12",1980,6.155,1980-05-12,2
"2871","5","13",1980,6.2225,1980-05-13,2
"2872","5","14",1980,6.2125,1980-05-14,2
"2873","5","15",1980,6.255,1980-05-15,2
"2874","5","16",1980,6.1825,1980-05-16,2
"2875","5","19",1980,6.21,1980-05-19,2
"2876","5","20",1980,6.2475,1980-05-20,2
"2877","5","21",1980,6.255,1980-05-21,2
"2878","5","22",1980,6.3025,1980-05-22,2
"2879","5","23",1980,6.32,1980-05-23,2
"2880","5","27",1980,6.3475,1980-05-27,2
"2881","5","28",1980,6.31,1980-05-28,2
"2882","5","29",1980,6.24,1980-05-29,2
"2883","5","30",1980,6.2375,1980-05-30,2
"2884","6","2",1980,6.1525,1980-06-02,2
"2885","6","3",1980,6.185,1980-06-03,2
"2886","6","4",1980,6.1775,1980-06-04,2
"2887","6","5",1980,6.165,1980-06-05,2
"2888","6","6",1980,6.155,1980-06-06,2
"2889","6","9",1980,6.2225,1980-06-09,2
"2890","6","10",1980,6.2175,1980-06-10,2
"2891","6","11",1980,6.2525,1980-06-11,2
"2892","6","12",1980,6.2275,1980-06-12,2
"2893","6","13",1980,6.255,1980-06-13,2
"2894","6","16",1980,6.345,1980-06-16,2
"2895","6","17",1980,6.315,1980-06-17,2
"2896","6","18",1980,6.34,1980-06-18,2
"2897","6","19",1980,6.3,1980-06-19,2
"2898","6","20",1980,6.345,1980-06-20,2
"2899","6","23",1980,6.455,1980-06-23,2
"2900","6","24",1980,6.47,1980-06-24,2
"2901","6","25",1980,6.5735,1980-06-25,2
"2902","6","26",1980,6.5585,1980-06-26,2
"2903","6","27",1980,6.6315,1980-06-27,2
"2904","6","30",1980,6.778,1980-06-30,2
"2905","7","1",1980,6.815,1980-07-01,3
"2906","7","2",1980,7.1125,1980-07-02,3
"2907","7","3",1980,7.16,1980-07-03,3
"2908","7","7",1980,7.24,1980-07-07,3
"2909","7","8",1980,7.345,1980-07-08,3
"2910","7","9",1980,7.125,1980-07-09,3
"2911","7","10",1980,7.255,1980-07-10,3
"2912","7","11",1980,7.51,1980-07-11,3
"2913","7","14",1980,7.81,1980-07-14,3
"2914","7","15",1980,7.76,1980-07-15,3
"2915","7","16",1980,7.94,1980-07-16,3
"2916","7","17",1980,8.095,1980-07-17,3
"2917","7","18",1980,7.91,1980-07-18,3
"2918","7","21",1980,7.61,1980-07-21,3
"2919","7","22",1980,7.415,1980-07-22,3
"2920","7","23",1980,7.6225,1980-07-23,3
"2921","7","24",1980,7.35,1980-07-24,3
"2922","7","25",1980,7.195,1980-07-25,3
"2923","7","28",1980,7.4325,1980-07-28,3
"2924","7","29",1980,7.57,1980-07-29,3
"2925","7","30",1980,7.4965,1980-07-30,3
"2926","7","31",1980,7.817,1980-07-31,3
"2927","8","1",1980,8.045,1980-08-01,3
"2928","8","4",1980,7.745,1980-08-04,3
"2929","8","5",1980,7.81,1980-08-05,3
"2930","8","6",1980,7.775,1980-08-06,3
"2931","8","7",1980,7.675,1980-08-07,3
"2932","8","8",1980,7.745,1980-08-08,3
"2933","8","11",1980,7.56,1980-08-11,3
"2934","8","12",1980,7.73,1980-08-12,3
"2935","8","13",1980,7.6925,1980-08-13,3
"2936","8","14",1980,7.5225,1980-08-14,3
"2937","8","15",1980,7.3275,1980-08-15,3
"2938","8","18",1980,7.435,1980-08-18,3
"2939","8","19",1980,7.4375,1980-08-19,3
"2940","8","20",1980,7.3875,1980-08-20,3
"2941","8","21",1980,7.55,1980-08-21,3
"2942","8","22",1980,7.485,1980-08-22,3
"2943","8","25",1980,7.6575,1980-08-25,3
"2944","8","26",1980,7.728,1980-08-26,3
"2945","8","27",1980,7.736,1980-08-27,3
"2946","8","28",1980,7.814,1980-08-28,3
"2947","8","29",1980,8.1255,1980-08-29,3
"2948","9","2",1980,8.305,1980-09-02,3
"2949","9","3",1980,8.31,1980-09-03,3
"2950","9","4",1980,8.215,1980-09-04,3
"2951","9","5",1980,8.3175,1980-09-05,3
"2952","9","8",1980,8.4825,1980-09-08,3
"2953","9","9",1980,8.445,1980-09-09,3
"2954","9","10",1980,8.435,1980-09-10,3
"2955","9","11",1980,8.4775,1980-09-11,3
"2956","9","12",1980,8.285,1980-09-12,3
"2957","9","15",1980,8.27,1980-09-15,3
"2958","9","16",1980,8.475,1980-09-16,3
"2959","9","17",1980,8.5,1980-09-17,3
"2960","9","18",1980,8.54,1980-09-18,3
"2961","9","19",1980,8.715,1980-09-19,3
"2962","9","22",1980,8.635,1980-09-22,3
"2963","9","23",1980,8.68,1980-09-23,3
"2964","9","24",1980,8.51,1980-09-24,3
"2965","9","25",1980,8.345,1980-09-25,3
"2966","9","26",1980,8.06,1980-09-26,3
"2967","9","29",1980,7.995,1980-09-29,3
"2968","9","30",1980,8.11,1980-09-30,3
"2969","10","1",1980,8.115,1980-10-01,4
"2970","10","2",1980,7.9125,1980-10-02,4
"2971","10","3",1980,8.045,1980-10-03,4
"2972","10","6",1980,8.26,1980-10-06,4
"2973","10","7",1980,8.205,1980-10-07,4
"2974","10","8",1980,8.21,1980-10-08,4
"2975","10","9",1980,8.2125,1980-10-09,4
"2976","10","10",1980,8.2475,1980-10-10,4
"2977","10","13",1980,8.5475,1980-10-13,4
"2978","10","14",1980,8.61,1980-10-14,4
"2979","10","15",1980,8.6,1980-10-15,4
"2980","10","16",1980,8.485,1980-10-16,4
"2981","10","17",1980,8.59,1980-10-17,4
"2982","10","20",1980,8.56,1980-10-20,4
"2983","10","21",1980,8.72,1980-10-21,4
"2984","10","22",1980,8.965,1980-10-22,4
"2985","10","23",1980,8.91,1980-10-23,4
"2986","10","24",1980,9.055,1980-10-24,4
"2987","10","27",1980,8.845,1980-10-27,4
"2988","10","28",1980,9.2,1980-10-28,4
"2989","10","29",1980,9.159,1980-10-29,4
"2990","10","30",1980,9.081,1980-10-30,4
"2991","10","31",1980,9.176,1980-10-31,4
"2992","11","3",1980,9.44,1980-11-03,4
"2993","11","5",1980,9.545,1980-11-05,4
"2994","11","6",1980,9.245,1980-11-06,4
"2995","11","7",1980,9.145,1980-11-07,4
"2996","11","10",1980,9.11,1980-11-10,4
"2997","11","11",1980,8.87,1980-11-11,4
"2998","11","12",1980,9.095,1980-11-12,4
"2999","11","13",1980,9.08,1980-11-13,4
"3000","11","14",1980,9.265,1980-11-14,4
"3001","11","17",1980,9.2425,1980-11-17,4
"3002","11","18",1980,9.385,1980-11-18,4
"3003","11","19",1980,9.33,1980-11-19,4
"3004","11","20",1980,9.49,1980-11-20,4
"3005","11","21",1980,9.47,1980-11-21,4
"3006","11","24",1980,9.17,1980-11-24,4
"3007","11","25",1980,9.14,1980-11-25,4
"3008","11","26",1980,9.225,1980-11-26,4
"3009","11","28",1980,9.33,1980-11-28,4
"3010","12","1",1980,9.03,1980-12-01,4
"3011","12","2",1980,8.86,1980-12-02,4
"3012","12","3",1980,8.605,1980-12-03,4
"3013","12","4",1980,8.6025,1980-12-04,4
"3014","12","5",1980,8.445,1980-12-05,4
"3015","12","8",1980,8.22,1980-12-08,4
"3016","12","9",1980,7.92,1980-12-09,4
"3017","12","10",1980,7.62,1980-12-10,4
"3018","12","11",1980,7.32,1980-12-11,4
"3019","12","12",1980,7.36,1980-12-12,4
"3020","12","15",1980,7.66,1980-12-15,4
"3021","12","16",1980,7.675,1980-12-16,4
"3022","12","17",1980,7.755,1980-12-17,4
"3023","12","18",1980,7.71,1980-12-18,4
"3024","12","19",1980,7.84,1980-12-19,4
"3025","12","22",1980,7.93,1980-12-22,4
"3026","12","23",1980,7.98,1980-12-23,4
"3027","12","24",1980,7.942,1980-12-24,4
"3028","12","29",1980,7.8395,1980-12-29,4
"3029","12","30",1980,7.7845,1980-12-30,4
"3030","12","31",1980,8.125,1980-12-31,4
"3031","1","2",1981,8.405,1981-01-02,1
"3032","1","5",1981,8.34,1981-01-05,1
"3033","1","6",1981,8.4275,1981-01-06,1
"3034","1","7",1981,8.34,1981-01-07,1
"3035","1","8",1981,8.2175,1981-01-08,1
"3036","1","9",1981,8.165,1981-01-09,1
"3037","1","12",1981,8.33,1981-01-12,1
"3038","1","13",1981,8.23,1981-01-13,1
"3039","1","14",1981,8.23,1981-01-14,1
"3040","1","15",1981,7.93,1981-01-15,1
"3041","1","16",1981,7.875,1981-01-16,1
"3042","1","19",1981,7.78,1981-01-19,1
"3043","1","20",1981,7.855,1981-01-20,1
"3044","1","21",1981,7.74,1981-01-21,1
"3045","1","22",1981,7.46,1981-01-22,1
"3046","1","23",1981,7.24,1981-01-23,1
"3047","1","26",1981,7.32,1981-01-26,1
"3048","1","27",1981,7.42,1981-01-27,1
"3049","1","28",1981,7.375,1981-01-28,1
"3050","1","29",1981,7.15,1981-01-29,1
"3051","1","30",1981,7.255,1981-01-30,1
"3052","2","2",1981,7.335,1981-02-02,1
"3053","2","3",1981,7.625,1981-02-03,1
"3054","2","4",1981,7.5275,1981-02-04,1
"3055","2","5",1981,7.545,1981-02-05,1
"3056","2","6",1981,7.675,1981-02-06,1
"3057","2","9",1981,7.3775,1981-02-09,1
"3058","2","10",1981,7.46,1981-02-10,1
"3059","2","11",1981,7.51,1981-02-11,1
"3060","2","12",1981,7.4025,1981-02-12,1
"3061","2","13",1981,7.4775,1981-02-13,1
"3062","2","17",1981,7.615,1981-02-17,1
"3063","2","18",1981,7.48,1981-02-18,1
"3064","2","19",1981,7.59,1981-02-19,1
"3065","2","20",1981,7.625,1981-02-20,1
"3066","2","23",1981,7.53,1981-02-23,1
"3067","2","24",1981,7.591,1981-02-24,1
"3068","2","25",1981,7.583,1981-02-25,1
"3069","2","26",1981,7.5315,1981-02-26,1
"3070","2","27",1981,7.562,1981-02-27,1
"3071","3","2",1981,7.3175,1981-03-02,1
"3072","3","3",1981,7.4175,1981-03-03,1
"3073","3","4",1981,7.29,1981-03-04,1
"3074","3","5",1981,7.265,1981-03-05,1
"3075","3","6",1981,7.33,1981-03-06,1
"3076","3","9",1981,7.4725,1981-03-09,1
"3077","3","10",1981,7.355,1981-03-10,1
"3078","3","11",1981,7.35,1981-03-11,1
"3079","3","12",1981,7.51,1981-03-12,1
"3080","3","13",1981,7.515,1981-03-13,1
"3081","3","16",1981,7.51,1981-03-16,1
"3082","3","17",1981,7.66,1981-03-17,1
"3083","3","18",1981,7.705,1981-03-18,1
"3084","3","19",1981,7.71,1981-03-19,1
"3085","3","20",1981,7.615,1981-03-20,1
"3086","3","23",1981,7.815,1981-03-23,1
"3087","3","24",1981,7.8,1981-03-24,1
"3088","3","25",1981,7.76,1981-03-25,1
"3089","3","26",1981,7.615,1981-03-26,1
"3090","3","27",1981,7.6625,1981-03-27,1
"3091","3","30",1981,7.71,1981-03-30,1
"3092","3","31",1981,7.835,1981-03-31,1
"3093","4","1",1981,7.745,1981-04-01,2
"3094","4","2",1981,7.955,1981-04-02,2
"3095","4","3",1981,7.78,1981-04-03,2
"3096","4","6",1981,7.82,1981-04-06,2
"3097","4","7",1981,8.08,1981-04-07,2
"3098","4","8",1981,8.035,1981-04-08,2
"3099","4","9",1981,8.105,1981-04-09,2
"3100","4","10",1981,7.875,1981-04-10,2
"3101","4","13",1981,7.695,1981-04-13,2
"3102","4","14",1981,7.685,1981-04-14,2
"3103","4","15",1981,7.725,1981-04-15,2
"3104","4","16",1981,7.8,1981-04-16,2
"3105","4","20",1981,7.895,1981-04-20,2
"3106","4","21",1981,7.865,1981-04-21,2
"3107","4","22",1981,7.805,1981-04-22,2
"3108","4","23",1981,7.86,1981-04-23,2
"3109","4","24",1981,7.9075,1981-04-24,2
"3110","4","27",1981,7.933,1981-04-27,2
"3111","4","28",1981,7.843,1981-04-28,2
"3112","4","29",1981,7.841,1981-04-29,2
"3113","4","30",1981,7.967,1981-04-30,2
"3114","5","1",1981,8.01,1981-05-01,2
"3115","5","4",1981,7.8275,1981-05-04,2
"3116","5","5",1981,7.805,1981-05-05,2
"3117","5","6",1981,7.875,1981-05-06,2
"3118","5","7",1981,7.8725,1981-05-07,2
"3119","5","8",1981,7.875,1981-05-08,2
"3120","5","11",1981,7.705,1981-05-11,2
"3121","5","12",1981,7.6025,1981-05-12,2
"3122","5","13",1981,7.6075,1981-05-13,2
"3123","5","14",1981,7.665,1981-05-14,2
"3124","5","15",1981,7.5975,1981-05-15,2
"3125","5","18",1981,7.6775,1981-05-18,2
"3126","5","19",1981,7.655,1981-05-19,2
"3127","5","20",1981,7.7475,1981-05-20,2
"3128","5","21",1981,7.5625,1981-05-21,2
"3129","5","22",1981,7.545,1981-05-22,2
"3130","5","26",1981,7.5525,1981-05-26,2
"3131","5","27",1981,7.625,1981-05-27,2
"3132","5","28",1981,7.6475,1981-05-28,2
"3133","5","29",1981,7.6475,1981-05-29,2
"3134","6","1",1981,7.53,1981-06-01,2
"3135","6","2",1981,7.48,1981-06-02,2
"3136","6","3",1981,7.3225,1981-06-03,2
"3137","6","4",1981,7.3025,1981-06-04,2
"3138","6","5",1981,7.2825,1981-06-05,2
"3139","6","8",1981,7.2575,1981-06-08,2
"3140","6","9",1981,7.295,1981-06-09,2
"3141","6","10",1981,7.3775,1981-06-10,2
"3142","6","11",1981,7.245,1981-06-11,2
"3143","6","12",1981,7.41,1981-06-12,2
"3144","6","15",1981,7.4075,1981-06-15,2
"3145","6","16",1981,7.355,1981-06-16,2
"3146","6","17",1981,7.25,1981-06-17,2
"3147","6","18",1981,7.205,1981-06-18,2
"3148","6","19",1981,7.2025,1981-06-19,2
"3149","6","22",1981,7.135,1981-06-22,2
"3150","6","23",1981,7.1225,1981-06-23,2
"3151","6","24",1981,7.07,1981-06-24,2
"3152","6","25",1981,6.9305,1981-06-25,2
"3153","6","26",1981,6.878,1981-06-26,2
"3154","6","29",1981,6.859,1981-06-29,2
"3155","6","30",1981,6.957,1981-06-30,2
"3156","7","1",1981,7.1225,1981-07-01,3
"3157","7","2",1981,7.12,1981-07-02,3
"3158","7","6",1981,7.37,1981-07-06,3
"3159","7","7",1981,7.32,1981-07-07,3
"3160","7","8",1981,7.4525,1981-07-08,3
"3161","7","9",1981,7.405,1981-07-09,3
"3162","7","10",1981,7.575,1981-07-10,3
"3163","7","13",1981,7.6325,1981-07-13,3
"3164","7","14",1981,7.42,1981-07-14,3
"3165","7","15",1981,7.36,1981-07-15,3
"3166","7","16",1981,7.455,1981-07-16,3
"3167","7","17",1981,7.405,1981-07-17,3
"3168","7","20",1981,7.195,1981-07-20,3
"3169","7","21",1981,7.2075,1981-07-21,3
"3170","7","22",1981,7.2925,1981-07-22,3
"3171","7","23",1981,7.27,1981-07-23,3
"3172","7","24",1981,7.3525,1981-07-24,3
"3173","7","27",1981,7.26,1981-07-27,3
"3174","7","28",1981,7.391,1981-07-28,3
"3175","7","29",1981,7.31,1981-07-29,3
"3176","7","30",1981,7.279,1981-07-30,3
"3177","7","31",1981,7.3845,1981-07-31,3
"3178","8","3",1981,7.2075,1981-08-03,3
"3179","8","4",1981,7.185,1981-08-04,3
"3180","8","5",1981,7.1525,1981-08-05,3
"3181","8","6",1981,7.21,1981-08-06,3
"3182","8","7",1981,7.19,1981-08-07,3
"3183","8","10",1981,7.055,1981-08-10,3
"3184","8","11",1981,7.0725,1981-08-11,3
"3185","8","12",1981,7.085,1981-08-12,3
"3186","8","13",1981,6.855,1981-08-13,3
"3187","8","14",1981,6.905,1981-08-14,3
"3188","8","17",1981,6.9,1981-08-17,3
"3189","8","18",1981,6.8625,1981-08-18,3
"3190","8","19",1981,6.945,1981-08-19,3
"3191","8","20",1981,6.89,1981-08-20,3
"3192","8","21",1981,6.8,1981-08-21,3
"3193","8","24",1981,6.6525,1981-08-24,3
"3194","8","25",1981,6.615,1981-08-25,3
"3195","8","26",1981,6.6745,1981-08-26,3
"3196","8","27",1981,6.659,1981-08-27,3
"3197","8","28",1981,6.702,1981-08-28,3
"3198","8","31",1981,6.703,1981-08-31,3
"3199","9","1",1981,6.7225,1981-09-01,3
"3200","9","2",1981,6.7475,1981-09-02,3
"3201","9","3",1981,6.8525,1981-09-03,3
"3202","9","4",1981,6.7725,1981-09-04,3
"3203","9","8",1981,6.665,1981-09-08,3
"3204","9","9",1981,6.675,1981-09-09,3
"3205","9","10",1981,6.645,1981-09-10,3
"3206","9","11",1981,6.615,1981-09-11,3
"3207","9","14",1981,6.71,1981-09-14,3
"3208","9","15",1981,6.78,1981-09-15,3
"3209","9","16",1981,6.735,1981-09-16,3
"3210","9","17",1981,6.72,1981-09-17,3
"3211","9","18",1981,6.6375,1981-09-18,3
"3212","9","21",1981,6.6075,1981-09-21,3
"3213","9","22",1981,6.6075,1981-09-22,3
"3214","9","23",1981,6.555,1981-09-23,3
"3215","9","24",1981,6.545,1981-09-24,3
"3216","9","25",1981,6.465,1981-09-25,3
"3217","9","28",1981,6.435,1981-09-28,3
"3218","9","29",1981,6.465,1981-09-29,3
"3219","9","30",1981,6.48,1981-09-30,3
"3220","10","1",1981,6.455,1981-10-01,4
"3221","10","2",1981,6.495,1981-10-02,4
"3222","10","5",1981,6.6475,1981-10-05,4
"3223","10","6",1981,6.6825,1981-10-06,4
"3224","10","7",1981,6.675,1981-10-07,4
"3225","10","8",1981,6.62,1981-10-08,4
"3226","10","9",1981,6.645,1981-10-09,4
"3227","10","12",1981,6.685,1981-10-12,4
"3228","10","13",1981,6.7475,1981-10-13,4
"3229","10","14",1981,6.7175,1981-10-14,4
"3230","10","15",1981,6.6375,1981-10-15,4
"3231","10","16",1981,6.56,1981-10-16,4
"3232","10","19",1981,6.5625,1981-10-19,4
"3233","10","20",1981,6.5,1981-10-20,4
"3234","10","21",1981,6.525,1981-10-21,4
"3235","10","22",1981,6.4875,1981-10-22,4
"3236","10","23",1981,6.5,1981-10-23,4
"3237","10","26",1981,6.435,1981-10-26,4
"3238","10","27",1981,6.461,1981-10-27,4
"3239","10","28",1981,6.514,1981-10-28,4
"3240","10","29",1981,6.5995,1981-10-29,4
"3241","10","30",1981,6.675,1981-10-30,4
"3242","11","2",1981,6.77,1981-11-02,4
"3243","11","3",1981,6.7525,1981-11-03,4
"3244","11","4",1981,6.7375,1981-11-04,4
"3245","11","5",1981,6.7425,1981-11-05,4
"3246","11","6",1981,6.69,1981-11-06,4
"3247","11","9",1981,6.6725,1981-11-09,4
"3248","11","10",1981,6.5225,1981-11-10,4
"3249","11","11",1981,6.5525,1981-11-11,4
"3250","11","12",1981,6.5675,1981-11-12,4
"3251","11","13",1981,6.5075,1981-11-13,4
"3252","11","16",1981,6.4575,1981-11-16,4
"3253","11","17",1981,6.4275,1981-11-17,4
"3254","11","18",1981,6.425,1981-11-18,4
"3255","11","19",1981,6.485,1981-11-19,4
"3256","11","20",1981,6.51,1981-11-20,4
"3257","11","23",1981,6.405,1981-11-23,4
"3258","11","24",1981,6.37,1981-11-24,4
"3259","11","25",1981,6.405,1981-11-25,4
"3260","11","27",1981,6.4325,1981-11-27,4
"3261","11","30",1981,6.465,1981-11-30,4
"3262","12","1",1981,6.555,1981-12-01,4
"3263","12","2",1981,6.53,1981-12-02,4
"3264","12","3",1981,6.5625,1981-12-03,4
"3265","12","4",1981,6.655,1981-12-04,4
"3266","12","7",1981,6.51,1981-12-07,4
"3267","12","8",1981,6.305,1981-12-08,4
"3268","12","9",1981,6.355,1981-12-09,4
"3269","12","10",1981,6.29,1981-12-10,4
"3270","12","11",1981,6.3975,1981-12-11,4
"3271","12","14",1981,6.3125,1981-12-14,4
"3272","12","15",1981,6.2325,1981-12-15,4
"3273","12","16",1981,6.195,1981-12-16,4
"3274","12","17",1981,6.21,1981-12-17,4
"3275","12","18",1981,6.18,1981-12-18,4
"3276","12","21",1981,6.0675,1981-12-21,4
"3277","12","22",1981,6.0975,1981-12-22,4
"3278","12","23",1981,6.085,1981-12-23,4
"3279","12","24",1981,6.145,1981-12-24,4
"3280","12","28",1981,6.246,1981-12-28,4
"3281","12","29",1981,6.206,1981-12-29,4
"3282","12","30",1981,6.231,1981-12-30,4
"3283","12","31",1981,6.231,1981-12-31,4
"3284","1","4",1982,6.3,1982-01-04,1
"3285","1","5",1982,6.3,1982-01-05,1
"3286","1","6",1982,6.38,1982-01-06,1
"3287","1","7",1982,6.4025,1982-01-07,1
"3288","1","8",1982,6.38,1982-01-08,1
"3289","1","11",1982,6.345,1982-01-11,1
"3290","1","12",1982,6.355,1982-01-12,1
"3291","1","13",1982,6.395,1982-01-13,1
"3292","1","14",1982,6.4675,1982-01-14,1
"3293","1","15",1982,6.465,1982-01-15,1
"3294","1","18",1982,6.4875,1982-01-18,1
"3295","1","19",1982,6.3825,1982-01-19,1
"3296","1","20",1982,6.4175,1982-01-20,1
"3297","1","21",1982,6.4275,1982-01-21,1
"3298","1","22",1982,6.4325,1982-01-22,1
"3299","1","25",1982,6.3975,1982-01-25,1
"3300","1","26",1982,6.475,1982-01-26,1
"3301","1","27",1982,6.565,1982-01-27,1
"3302","1","28",1982,6.51,1982-01-28,1
"3303","1","29",1982,6.5675,1982-01-29,1
"3304","2","1",1982,6.61,1982-02-01,1
"3305","2","2",1982,6.525,1982-02-02,1
"3306","2","3",1982,6.475,1982-02-03,1
"3307","2","4",1982,6.505,1982-02-04,1
"3308","2","5",1982,6.4675,1982-02-05,1
"3309","2","8",1982,6.38,1982-02-08,1
"3310","2","9",1982,6.31,1982-02-09,1
"3311","2","10",1982,6.3225,1982-02-10,1
"3312","2","11",1982,6.29,1982-02-11,1
"3313","2","12",1982,6.255,1982-02-12,1
"3314","2","16",1982,6.235,1982-02-16,1
"3315","2","17",1982,6.2125,1982-02-17,1
"3316","2","18",1982,6.2025,1982-02-18,1
"3317","2","19",1982,6.1675,1982-02-19,1
"3318","2","22",1982,6.1225,1982-02-22,1
"3319","2","23",1982,6.1645,1982-02-23,1
"3320","2","24",1982,6.1535,1982-02-24,1
"3321","2","25",1982,6.212,1982-02-25,1
"3322","2","26",1982,6.297,1982-02-26,1
"3323","3","1",1982,6.35,1982-03-01,1
"3324","3","2",1982,6.345,1982-03-02,1
"3325","3","3",1982,6.21,1982-03-03,1
"3326","3","4",1982,6.2275,1982-03-04,1
"3327","3","5",1982,6.185,1982-03-05,1
"3328","3","8",1982,6.1125,1982-03-08,1
"3329","3","9",1982,6.145,1982-03-09,1
"3330","3","10",1982,6.18,1982-03-10,1
"3331","3","11",1982,6.165,1982-03-11,1
"3332","3","12",1982,6.0925,1982-03-12,1
