"","Month","Day","Year","value","Date","quarter"
"1","12","5",1968,2.4375,1968-12-05,4
"2","12","6",1968,2.4475,1968-12-06,4
"3","12","9",1968,2.4363,1968-12-09,4
"4","12","10",1968,2.4375,1968-12-10,4
"5","12","11",1968,2.4463,1968-12-11,4
"6","12","12",1968,2.45,1968-12-12,4
"7","12","13",1968,2.4575,1968-12-13,4
"8","12","16",1968,2.455,1968-12-16,4
"9","12","17",1968,2.4488,1968-12-17,4
"10","12","18",1968,2.4475,1968-12-18,4
"11","12","19",1968,2.4488,1968-12-19,4
"12","12","20",1968,2.4625,1968-12-20,4
"13","12","23",1968,2.4788,1968-12-23,4
"14","12","24",1968,2.46,1968-12-24,4
"15","12","26",1968,2.4625,1968-12-26,4
"16","12","27",1968,2.4625,1968-12-27,4
"17","12","30",1968,2.4663,1968-12-30,4
"18","12","31",1968,2.4663,1968-12-31,4
"19","1","2",1969,2.465,1969-01-02,1
"20","1","3",1969,2.4638,1969-01-03,1
"21","1","6",1969,2.47,1969-01-06,1
"22","1","7",1969,2.4725,1969-01-07,1
"23","1","8",1969,2.4938,1969-01-08,1
"24","1","9",1969,2.4913,1969-01-09,1
"25","1","10",1969,2.4825,1969-01-10,1
"26","1","13",1969,2.445,1969-01-13,1
"27","1","14",1969,2.4425,1969-01-14,1
"28","1","15",1969,2.4513,1969-01-15,1
"29","1","16",1969,2.4588,1969-01-16,1
"30","1","17",1969,2.455,1969-01-17,1
"31","1","20",1969,2.455,1969-01-20,1
"32","1","21",1969,2.455,1969-01-21,1
"33","1","22",1969,2.4563,1969-01-22,1
"34","1","23",1969,2.465,1969-01-23,1
"35","1","24",1969,2.4625,1969-01-24,1
"36","1","27",1969,2.4575,1969-01-27,1
"37","1","28",1969,2.455,1969-01-28,1
"38","1","29",1969,2.455,1969-01-29,1
"39","1","30",1969,2.455,1969-01-30,1
"40","1","31",1969,2.4575,1969-01-31,1
"41","2","3",1969,2.4525,1969-02-03,1
"42","2","4",1969,2.4563,1969-02-04,1
"43","2","5",1969,2.4563,1969-02-05,1
"44","2","6",1969,2.4575,1969-02-06,1
"45","2","7",1969,2.4538,1969-02-07,1
"46","2","10",1969,2.4475,1969-02-10,1
"47","2","11",1969,2.4463,1969-02-11,1
"48","2","12",1969,2.4475,1969-02-12,1
"49","2","13",1969,2.4488,1969-02-13,1
"50","2","14",1969,2.435,1969-02-14,1
"51","2","17",1969,2.43,1969-02-17,1
"52","2","18",1969,2.4313,1969-02-18,1
"53","2","19",1969,2.4413,1969-02-19,1
"54","2","20",1969,2.435,1969-02-20,1
"55","2","24",1969,2.4325,1969-02-24,1
"56","2","25",1969,2.43,1969-02-25,1
"57","2","26",1969,2.4275,1969-02-26,1
"58","2","27",1969,2.43,1969-02-27,1
"59","2","28",1969,2.4388,1969-02-28,1
"60","3","3",1969,2.43,1969-03-03,1
"61","3","4",1969,2.435,1969-03-04,1
"62","3","5",1969,2.4138,1969-03-05,1
"63","3","6",1969,2.41,1969-03-06,1
"64","3","7",1969,2.4063,1969-03-07,1
"65","3","10",1969,2.3988,1969-03-10,1
"66","3","11",1969,2.3988,1969-03-11,1
"67","3","12",1969,2.3963,1969-03-12,1
"68","3","13",1969,2.3913,1969-03-13,1
"69","3","14",1969,2.3875,1969-03-14,1
"70","3","17",1969,2.3763,1969-03-17,1
"71","3","18",1969,2.375,1969-03-18,1
"72","3","19",1969,2.375,1969-03-19,1
"73","3","20",1969,2.3788,1969-03-20,1
"74","3","21",1969,2.3775,1969-03-21,1
"75","3","24",1969,2.3788,1969-03-24,1
"76","3","25",1969,2.3875,1969-03-25,1
"77","3","26",1969,2.385,1969-03-26,1
"78","3","27",1969,2.3875,1969-03-27,1
"79","3","28",1969,2.3975,1969-03-28,1
"80","4","1",1969,2.3925,1969-04-01,2
"81","4","2",1969,2.3825,1969-04-02,2
"82","4","3",1969,2.3875,1969-04-03,2
"83","4","7",1969,2.39,1969-04-07,2
"84","4","8",1969,2.395,1969-04-08,2
"85","4","9",1969,2.395,1969-04-09,2
"86","4","10",1969,2.395,1969-04-10,2
"87","4","11",1969,2.3938,1969-04-11,2
"88","4","14",1969,2.3875,1969-04-14,2
"89","4","15",1969,2.3925,1969-04-15,2
"90","4","16",1969,2.3963,1969-04-16,2
"91","4","17",1969,2.3938,1969-04-17,2
"92","4","18",1969,2.3925,1969-04-18,2
"93","4","21",1969,2.39,1969-04-21,2
"94","4","22",1969,2.385,1969-04-22,2
"95","4","23",1969,2.3888,1969-04-23,2
"96","4","24",1969,2.3925,1969-04-24,2
"97","4","25",1969,2.3975,1969-04-25,2
"98","4","28",1969,2.4025,1969-04-28,2
"99","4","29",1969,2.3988,1969-04-29,2
"100","4","30",1969,2.3975,1969-04-30,2
"101","5","1",1969,2.4,1969-05-01,2
"102","5","2",1969,2.4063,1969-05-02,2
"103","5","5",1969,2.41,1969-05-05,2
"104","5","6",1969,2.4163,1969-05-06,2
"105","5","7",1969,2.4113,1969-05-07,2
"106","5","8",1969,2.4075,1969-05-08,2
"107","5","9",1969,2.4075,1969-05-09,2
"108","5","12",1969,2.4113,1969-05-12,2
"109","5","13",1969,2.4125,1969-05-13,2
"110","5","14",1969,2.4175,1969-05-14,2
"111","5","15",1969,2.4175,1969-05-15,2
"112","5","16",1969,2.4175,1969-05-16,2
"113","5","19",1969,2.4175,1969-05-19,2
"114","5","20",1969,2.415,1969-05-20,2
"115","5","21",1969,2.415,1969-05-21,2
"116","5","22",1969,2.4163,1969-05-22,2
"117","5","23",1969,2.405,1969-05-23,2
"118","5","26",1969,2.3938,1969-05-26,2
"119","5","27",1969,2.4,1969-05-27,2
"120","5","28",1969,2.3975,1969-05-28,2
"121","5","29",1969,2.3875,1969-05-29,2
"122","6","2",1969,2.3888,1969-06-02,2
"123","6","3",1969,2.3825,1969-06-03,2
"124","6","4",1969,2.38,1969-06-04,2
"125","6","5",1969,2.385,1969-06-05,2
"126","6","6",1969,2.3875,1969-06-06,2
"127","6","9",1969,2.395,1969-06-09,2
"128","6","10",1969,2.39,1969-06-10,2
"129","6","11",1969,2.3975,1969-06-11,2
"130","6","12",1969,2.405,1969-06-12,2
"131","6","13",1969,2.405,1969-06-13,2
"132","6","16",1969,2.4,1969-06-16,2
"133","6","17",1969,2.4,1969-06-17,2
"134","6","18",1969,2.4088,1969-06-18,2
"135","6","19",1969,2.405,1969-06-19,2
"136","6","20",1969,2.405,1969-06-20,2
"137","6","23",1969,2.4075,1969-06-23,2
"138","6","24",1969,2.4025,1969-06-24,2
"139","6","25",1969,2.4075,1969-06-25,2
"140","6","26",1969,2.4,1969-06-26,2
"141","6","27",1969,2.3963,1969-06-27,2
"142","6","30",1969,2.4025,1969-06-30,2
"143","7","1",1969,2.4025,1969-07-01,3
"144","7","2",1969,2.4025,1969-07-02,3
"145","7","3",1969,2.41,1969-07-03,3
"146","7","7",1969,2.4238,1969-07-07,3
"147","7","8",1969,2.4138,1969-07-08,3
"148","7","9",1969,2.4175,1969-07-09,3
"149","7","10",1969,2.4125,1969-07-10,3
"150","7","11",1969,2.415,1969-07-11,3
"151","7","14",1969,2.4325,1969-07-14,3
"152","7","15",1969,2.4375,1969-07-15,3
"153","7","16",1969,2.435,1969-07-16,3
"154","7","17",1969,2.4413,1969-07-17,3
"155","7","18",1969,2.43,1969-07-18,3
"156","7","22",1969,2.4325,1969-07-22,3
"157","7","23",1969,2.4175,1969-07-23,3
"158","7","24",1969,2.4038,1969-07-24,3
"159","7","25",1969,2.3863,1969-07-25,3
"160","7","28",1969,2.3813,1969-07-28,3
"161","7","29",1969,2.385,1969-07-29,3
"162","7","30",1969,2.4013,1969-07-30,3
"163","7","31",1969,2.4013,1969-07-31,3
"164","8","1",1969,2.3975,1969-08-01,3
"165","8","4",1969,2.3975,1969-08-04,3
"166","8","5",1969,2.4013,1969-08-05,3
"167","8","6",1969,2.4013,1969-08-06,3
"168","8","7",1969,2.405,1969-08-07,3
"169","8","8",1969,2.4175,1969-08-08,3
"170","8","11",1969,2.4138,1969-08-11,3
"171","8","12",1969,2.415,1969-08-12,3
"172","8","13",1969,2.4175,1969-08-13,3
"173","8","14",1969,2.4175,1969-08-14,3
"174","8","15",1969,2.4113,1969-08-15,3
"175","8","18",1969,2.4013,1969-08-18,3
"176","8","19",1969,2.3963,1969-08-19,3
"177","8","20",1969,2.3938,1969-08-20,3
"178","8","21",1969,2.4,1969-08-21,3
"179","8","22",1969,2.4025,1969-08-22,3
"180","8","25",1969,2.4075,1969-08-25,3
"181","8","26",1969,2.4,1969-08-26,3
"182","8","27",1969,2.4063,1969-08-27,3
"183","8","28",1969,2.4113,1969-08-28,3
"184","8","29",1969,2.415,1969-08-29,3
"185","9","2",1969,2.3963,1969-09-02,3
"186","9","3",1969,2.4025,1969-09-03,3
"187","9","4",1969,2.405,1969-09-04,3
"188","9","5",1969,2.405,1969-09-05,3
"189","9","8",1969,2.4013,1969-09-08,3
"190","9","9",1969,2.4,1969-09-09,3
"191","9","10",1969,2.4025,1969-09-10,3
"192","9","11",1969,2.4125,1969-09-11,3
"193","9","12",1969,2.4275,1969-09-12,3
"194","9","15",1969,2.4288,1969-09-15,3
"195","9","16",1969,2.4488,1969-09-16,3
"196","9","17",1969,2.435,1969-09-17,3
"197","9","18",1969,2.4313,1969-09-18,3
"198","9","19",1969,2.44,1969-09-19,3
"199","9","22",1969,2.4325,1969-09-22,3
"200","9","23",1969,2.4313,1969-09-23,3
"201","9","24",1969,2.4288,1969-09-24,3
"202","9","25",1969,2.435,1969-09-25,3
"203","9","26",1969,2.4163,1969-09-26,3
"204","9","29",1969,2.4213,1969-09-29,3
"205","9","30",1969,2.4188,1969-09-30,3
"206","10","1",1969,2.4138,1969-10-01,4
"207","10","2",1969,2.43,1969-10-02,4
"208","10","3",1969,2.4575,1969-10-03,4
"209","10","6",1969,2.4575,1969-10-06,4
"210","10","7",1969,2.4475,1969-10-07,4
"211","10","8",1969,2.4538,1969-10-08,4
"212","10","9",1969,2.4663,1969-10-09,4
"213","10","10",1969,2.46,1969-10-10,4
"214","10","13",1969,2.49,1969-10-13,4
"215","10","14",1969,2.4863,1969-10-14,4
"216","10","15",1969,2.5025,1969-10-15,4
"217","10","16",1969,2.4863,1969-10-16,4
"218","10","17",1969,2.4875,1969-10-17,4
"219","10","20",1969,2.4875,1969-10-20,4
"220","10","21",1969,2.4925,1969-10-21,4
"221","10","22",1969,2.4988,1969-10-22,4
"222","10","23",1969,2.51,1969-10-23,4
"223","10","24",1969,2.5288,1969-10-24,4
"224","10","27",1969,2.495,1969-10-27,4
"225","10","28",1969,2.4788,1969-10-28,4
"226","10","29",1969,2.4938,1969-10-29,4
"227","10","30",1969,2.4938,1969-10-30,4
"228","10","31",1969,2.4963,1969-10-31,4
"229","11","3",1969,2.4938,1969-11-03,4
"230","11","4",1969,2.49,1969-11-04,4
"231","11","5",1969,2.485,1969-11-05,4
"232","11","6",1969,2.4913,1969-11-06,4
"233","11","7",1969,2.4938,1969-11-07,4
"234","11","10",1969,2.5013,1969-11-10,4
"235","11","11",1969,2.5113,1969-11-11,4
"236","11","12",1969,2.5125,1969-11-12,4
"237","11","13",1969,2.5238,1969-11-13,4
"238","11","14",1969,2.51,1969-11-14,4
"239","11","17",1969,2.5013,1969-11-17,4
"240","11","18",1969,2.4988,1969-11-18,4
"241","11","19",1969,2.4863,1969-11-19,4
"242","11","20",1969,2.4888,1969-11-20,4
"243","11","21",1969,2.4825,1969-11-21,4
"244","11","24",1969,2.4438,1969-11-24,4
"245","11","25",1969,2.4488,1969-11-25,4
"246","11","26",1969,2.4488,1969-11-26,4
"247","11","28",1969,2.4388,1969-11-28,4
"248","12","1",1969,2.4338,1969-12-01,4
"249","12","2",1969,2.435,1969-12-02,4
"250","12","3",1969,2.4525,1969-12-03,4
"251","12","4",1969,2.4375,1969-12-04,4
"252","12","5",1969,2.4488,1969-12-05,4
"253","12","8",1969,2.445,1969-12-08,4
"254","12","9",1969,2.4463,1969-12-09,4
"255","12","10",1969,2.4413,1969-12-10,4
"256","12","11",1969,2.45,1969-12-11,4
"257","12","12",1969,2.46,1969-12-12,4
"258","12","15",1969,2.4688,1969-12-15,4
"259","12","16",1969,2.4713,1969-12-16,4
"260","12","17",1969,2.4763,1969-12-17,4
"261","12","18",1969,2.4675,1969-12-18,4
"262","12","19",1969,2.475,1969-12-19,4
"263","12","22",1969,2.4525,1969-12-22,4
"264","12","23",1969,2.4513,1969-12-23,4
"265","12","24",1969,2.4765,1969-12-24,4
"266","12","29",1969,2.4948,1969-12-29,4
"267","12","30",1969,2.4945,1969-12-30,4
"268","12","31",1969,2.5078,1969-12-31,4
"269","1","5",1970,2.5125,1970-01-05,1
"270","1","6",1970,2.52,1970-01-06,1
"271","1","7",1970,2.5325,1970-01-07,1
"272","1","8",1970,2.5375,1970-01-08,1
"273","1","9",1970,2.5338,1970-01-09,1
"274","1","12",1970,2.545,1970-01-12,1
"275","1","13",1970,2.5413,1970-01-13,1
"276","1","14",1970,2.5438,1970-01-14,1
"277","1","15",1970,2.5475,1970-01-15,1
"278","1","16",1970,2.5538,1970-01-16,1
"279","1","19",1970,2.56,1970-01-19,1
"280","1","20",1970,2.5325,1970-01-20,1
"281","1","21",1970,2.5475,1970-01-21,1
"282","1","22",1970,2.55,1970-01-22,1
"283","1","23",1970,2.5475,1970-01-23,1
"284","1","26",1970,2.5313,1970-01-26,1
"285","1","27",1970,2.5375,1970-01-27,1
"286","1","28",1970,2.5363,1970-01-28,1
"287","1","29",1970,2.5313,1970-01-29,1
"288","1","30",1970,2.5413,1970-01-30,1
"289","2","2",1970,2.5525,1970-02-02,1
"290","2","3",1970,2.5475,1970-02-03,1
"291","2","4",1970,2.5513,1970-02-04,1
"292","2","5",1970,2.5525,1970-02-05,1
"293","2","6",1970,2.5538,1970-02-06,1
"294","2","9",1970,2.5488,1970-02-09,1
"295","2","10",1970,2.54,1970-02-10,1
"296","2","11",1970,2.545,1970-02-11,1
"297","2","12",1970,2.545,1970-02-12,1
"298","2","13",1970,2.54,1970-02-13,1
"299","2","16",1970,2.5438,1970-02-16,1
"300","2","17",1970,2.5475,1970-02-17,1
"301","2","18",1970,2.5675,1970-02-18,1
"302","2","19",1970,2.56,1970-02-19,1
"303","2","20",1970,2.5638,1970-02-20,1
"304","2","24",1970,2.5928,1970-02-24,1
"305","2","25",1970,2.5968,1970-02-25,1
"306","2","26",1970,2.596,1970-02-26,1
"307","2","27",1970,2.5998,1970-02-27,1
"308","3","2",1970,2.6163,1970-03-02,1
"309","3","3",1970,2.6238,1970-03-03,1
"310","3","4",1970,2.595,1970-03-04,1
"311","3","5",1970,2.605,1970-03-05,1
"312","3","6",1970,2.6013,1970-03-06,1
"313","3","9",1970,2.5863,1970-03-09,1
"314","3","10",1970,2.59,1970-03-10,1
"315","3","11",1970,2.605,1970-03-11,1
"316","3","12",1970,2.6125,1970-03-12,1
"317","3","13",1970,2.6063,1970-03-13,1
"318","3","16",1970,2.595,1970-03-16,1
"319","3","17",1970,2.61,1970-03-17,1
"320","3","18",1970,2.605,1970-03-18,1
"321","3","19",1970,2.5988,1970-03-19,1
"322","3","20",1970,2.5988,1970-03-20,1
"323","3","23",1970,2.5938,1970-03-23,1
"324","3","24",1970,2.5913,1970-03-24,1
"325","3","25",1970,2.5938,1970-03-25,1
"326","3","26",1970,2.595,1970-03-26,1
"327","3","30",1970,2.5925,1970-03-30,1
"328","3","31",1970,2.5925,1970-03-31,1
"329","4","1",1970,2.6025,1970-04-01,2
"330","4","2",1970,2.5988,1970-04-02,2
"331","4","3",1970,2.6138,1970-04-03,2
"332","4","6",1970,2.6188,1970-04-06,2
"333","4","7",1970,2.6088,1970-04-07,2
"334","4","8",1970,2.6175,1970-04-08,2
"335","4","9",1970,2.6225,1970-04-09,2
"336","4","10",1970,2.6325,1970-04-10,2
"337","4","13",1970,2.6438,1970-04-13,2
"338","4","14",1970,2.6438,1970-04-14,2
"339","4","15",1970,2.6338,1970-04-15,2
"340","4","16",1970,2.6425,1970-04-16,2
"341","4","17",1970,2.64,1970-04-17,2
"342","4","20",1970,2.6388,1970-04-20,2
"343","4","21",1970,2.6563,1970-04-21,2
"344","4","22",1970,2.645,1970-04-22,2
"345","4","23",1970,2.6513,1970-04-23,2
"346","4","24",1970,2.6538,1970-04-24,2
"347","4","27",1970,2.6325,1970-04-27,2
"348","4","28",1970,2.6495,1970-04-28,2
"349","4","29",1970,2.6558,1970-04-29,2
"350","4","30",1970,2.677,1970-04-30,2
"351","5","1",1970,2.6888,1970-05-01,2
"352","5","4",1970,2.6788,1970-05-04,2
"353","5","5",1970,2.675,1970-05-05,2
"354","5","6",1970,2.6688,1970-05-06,2
"355","5","7",1970,2.6763,1970-05-07,2
"356","5","8",1970,2.6875,1970-05-08,2
"357","5","11",1970,2.6813,1970-05-11,2
"358","5","12",1970,2.6763,1970-05-12,2
"359","5","13",1970,2.6725,1970-05-13,2
"360","5","14",1970,2.6825,1970-05-14,2
"361","5","15",1970,2.6975,1970-05-15,2
"362","5","18",1970,2.6875,1970-05-18,2
"363","5","19",1970,2.68,1970-05-19,2
"364","5","20",1970,2.6938,1970-05-20,2
"365","5","21",1970,2.7213,1970-05-21,2
"366","5","22",1970,2.715,1970-05-22,2
"367","5","25",1970,2.7038,1970-05-25,2
"368","5","26",1970,2.6975,1970-05-26,2
"369","5","27",1970,2.7188,1970-05-27,2
"370","5","28",1970,2.71,1970-05-28,2
"371","6","1",1970,2.7113,1970-06-01,2
"372","6","2",1970,2.7113,1970-06-02,2
"373","6","3",1970,2.7225,1970-06-03,2
"374","6","4",1970,2.7375,1970-06-04,2
"375","6","5",1970,2.735,1970-06-05,2
"376","6","8",1970,2.76,1970-06-08,2
"377","6","9",1970,2.7625,1970-06-09,2
"378","6","10",1970,2.8,1970-06-10,2
"379","6","11",1970,2.7925,1970-06-11,2
"380","6","12",1970,2.785,1970-06-12,2
"381","6","15",1970,2.775,1970-06-15,2
"382","6","16",1970,2.7675,1970-06-16,2
"383","6","17",1970,2.7625,1970-06-17,2
"384","6","18",1970,2.77,1970-06-18,2
"385","6","19",1970,2.7825,1970-06-19,2
"386","6","22",1970,2.7913,1970-06-22,2
"387","6","23",1970,2.835,1970-06-23,2
"388","6","24",1970,2.81,1970-06-24,2
"389","6","25",1970,2.871,1970-06-25,2
"390","6","26",1970,2.8895,1970-06-26,2
"391","6","29",1970,2.9255,1970-06-29,2
"392","6","30",1970,2.916,1970-06-30,2
"393","7","1",1970,2.89,1970-07-01,3
"394","7","2",1970,2.9175,1970-07-02,3
"395","7","6",1970,2.86,1970-07-06,3
"396","7","7",1970,2.865,1970-07-07,3
"397","7","8",1970,2.9375,1970-07-08,3
"398","7","9",1970,2.895,1970-07-09,3
"399","7","10",1970,2.875,1970-07-10,3
"400","7","13",1970,2.9763,1970-07-13,3
"401","7","14",1970,2.9325,1970-07-14,3
"402","7","15",1970,2.955,1970-07-15,3
"403","7","16",1970,2.9325,1970-07-16,3
"404","7","17",1970,2.95,1970-07-17,3
"405","7","20",1970,2.955,1970-07-20,3
"406","7","21",1970,2.945,1970-07-21,3
"407","7","22",1970,2.9588,1970-07-22,3
"408","7","23",1970,2.9725,1970-07-23,3
"409","7","24",1970,2.9325,1970-07-24,3
"410","7","27",1970,2.9175,1970-07-27,3
"411","7","28",1970,2.856,1970-07-28,3
"412","7","29",1970,2.8275,1970-07-29,3
"413","7","30",1970,2.8295,1970-07-30,3
"414","7","31",1970,2.833,1970-07-31,3
"415","8","3",1970,2.835,1970-08-03,3
"416","8","4",1970,2.78,1970-08-04,3
"417","8","5",1970,2.7875,1970-08-05,3
"418","8","6",1970,2.78,1970-08-06,3
"419","8","7",1970,2.805,1970-08-07,3
"420","8","10",1970,2.79,1970-08-10,3
"421","8","11",1970,2.7788,1970-08-11,3
"422","8","12",1970,2.85,1970-08-12,3
"423","8","13",1970,2.82,1970-08-13,3
"424","8","14",1970,2.8275,1970-08-14,3
"425","8","17",1970,2.9288,1970-08-17,3
"426","8","18",1970,2.85,1970-08-18,3
"427","8","19",1970,2.895,1970-08-19,3
"428","8","20",1970,2.845,1970-08-20,3
"429","8","21",1970,2.815,1970-08-21,3
"430","8","24",1970,2.7975,1970-08-24,3
"431","8","25",1970,2.8075,1970-08-25,3
"432","8","26",1970,2.777,1970-08-26,3
"433","8","27",1970,2.786,1970-08-27,3
"434","8","28",1970,2.808,1970-08-28,3
"435","8","31",1970,2.788,1970-08-31,3
"436","9","1",1970,2.7525,1970-09-01,3
"437","9","2",1970,2.7975,1970-09-02,3
"438","9","3",1970,2.7825,1970-09-03,3
"439","9","4",1970,2.815,1970-09-04,3
"440","9","8",1970,2.825,1970-09-08,3
"441","9","9",1970,2.8225,1970-09-09,3
"442","9","10",1970,2.835,1970-09-10,3
"443","9","11",1970,2.8288,1970-09-11,3
"444","9","14",1970,2.8875,1970-09-14,3
"445","9","15",1970,2.8775,1970-09-15,3
"446","9","16",1970,2.8788,1970-09-16,3
"447","9","17",1970,2.83,1970-09-17,3
"448","9","18",1970,2.855,1970-09-18,3
"449","9","21",1970,2.8275,1970-09-21,3
"450","9","22",1970,2.8775,1970-09-22,3
"451","9","23",1970,2.9,1970-09-23,3
"452","9","24",1970,2.91,1970-09-24,3
"453","9","25",1970,2.8913,1970-09-25,3
"454","9","28",1970,2.8638,1970-09-28,3
"455","9","29",1970,2.8425,1970-09-29,3
"456","9","30",1970,2.86,1970-09-30,3
"457","10","1",1970,2.8625,1970-10-01,4
"458","10","2",1970,2.87,1970-10-02,4
"459","10","5",1970,2.9125,1970-10-05,4
"460","10","6",1970,2.9188,1970-10-06,4
"461","10","7",1970,2.9525,1970-10-07,4
"462","10","8",1970,2.9613,1970-10-08,4
"463","10","9",1970,2.9888,1970-10-09,4
"464","10","12",1970,3.0163,1970-10-12,4
"465","10","13",1970,2.9788,1970-10-13,4
"466","10","14",1970,2.9813,1970-10-14,4
"467","10","15",1970,2.9725,1970-10-15,4
"468","10","16",1970,2.9425,1970-10-16,4
"469","10","19",1970,2.9313,1970-10-19,4
"470","10","20",1970,2.9788,1970-10-20,4
"471","10","21",1970,2.985,1970-10-21,4
"472","10","22",1970,3.02,1970-10-22,4
"473","10","23",1970,3.0525,1970-10-23,4
"474","10","26",1970,3.035,1970-10-26,4
"475","10","27",1970,3.082,1970-10-27,4
"476","10","28",1970,3.084,1970-10-28,4
"477","10","29",1970,3.05,1970-10-29,4
"478","10","30",1970,3.0725,1970-10-30,4
"479","11","2",1970,3.075,1970-11-02,4
"480","11","4",1970,3.0563,1970-11-04,4
"481","11","5",1970,3.095,1970-11-05,4
"482","11","6",1970,3.0675,1970-11-06,4
"483","11","9",1970,3.0575,1970-11-09,4
"484","11","10",1970,3.08,1970-11-10,4
"485","11","11",1970,3.0775,1970-11-11,4
"486","11","12",1970,3.0825,1970-11-12,4
"487","11","13",1970,3.09,1970-11-13,4
"488","11","16",1970,3.08,1970-11-16,4
"489","11","17",1970,3.0888,1970-11-17,4
"490","11","18",1970,3.0825,1970-11-18,4
"491","11","19",1970,3.0825,1970-11-19,4
"492","11","20",1970,3.0725,1970-11-20,4
"493","11","23",1970,3.075,1970-11-23,4
"494","11","24",1970,2.9763,1970-11-24,4
"495","11","25",1970,2.9875,1970-11-25,4
"496","11","27",1970,3.0025,1970-11-27,4
"497","11","30",1970,2.99,1970-11-30,4
"498","12","1",1970,2.9975,1970-12-01,4
"499","12","2",1970,2.955,1970-12-02,4
"500","12","3",1970,2.9725,1970-12-03,4
"501","12","4",1970,2.99,1970-12-04,4
"502","12","7",1970,2.9763,1970-12-07,4
"503","12","8",1970,2.9488,1970-12-08,4
"504","12","9",1970,2.925,1970-12-09,4
"505","12","10",1970,2.91,1970-12-10,4
"506","12","11",1970,2.9275,1970-12-11,4
"507","12","14",1970,2.9275,1970-12-14,4
"508","12","15",1970,2.97,1970-12-15,4
"509","12","16",1970,2.9838,1970-12-16,4
"510","12","17",1970,2.9775,1970-12-17,4
"511","12","18",1970,2.9925,1970-12-18,4
"512","12","21",1970,2.96,1970-12-21,4
"513","12","22",1970,2.9313,1970-12-22,4
"514","12","23",1970,2.9363,1970-12-23,4
"515","12","24",1970,2.9625,1970-12-24,4
"516","12","28",1970,2.9548,1970-12-28,4
"517","12","29",1970,2.9783,1970-12-29,4
"518","12","30",1970,2.959,1970-12-30,4
"519","12","31",1970,2.9685,1970-12-31,4
"520","1","4",1971,2.9788,1971-01-04,1
"521","1","5",1971,3.0038,1971-01-05,1
"522","1","6",1971,2.995,1971-01-06,1
"523","1","7",1971,2.9925,1971-01-07,1
"524","1","8",1971,3.0288,1971-01-08,1
"525","1","11",1971,3.035,1971-01-11,1
"526","1","12",1971,3.0488,1971-01-12,1
"527","1","13",1971,3.055,1971-01-13,1
"528","1","14",1971,3.045,1971-01-14,1
"529","1","15",1971,3.11,1971-01-15,1
"530","1","18",1971,3.0825,1971-01-18,1
"531","1","19",1971,3.0975,1971-01-19,1
"532","1","20",1971,3.115,1971-01-20,1
"533","1","21",1971,3.0838,1971-01-21,1
"534","1","22",1971,3.1,1971-01-22,1
"535","1","25",1971,3.0975,1971-01-25,1
"536","1","26",1971,3.1025,1971-01-26,1
"537","1","27",1971,3.075,1971-01-27,1
"538","1","28",1971,3.0575,1971-01-28,1
"539","1","29",1971,3.0738,1971-01-29,1
"540","2","1",1971,3.0688,1971-02-01,1
"541","2","2",1971,3.0838,1971-02-02,1
"542","2","3",1971,3.0825,1971-02-03,1
"543","2","4",1971,3.0688,1971-02-04,1
"544","2","5",1971,3.0625,1971-02-05,1
"545","2","8",1971,3.035,1971-02-08,1
"546","2","9",1971,3.045,1971-02-09,1
"547","2","10",1971,3.0463,1971-02-10,1
"548","2","11",1971,3.065,1971-02-11,1
"549","2","12",1971,3.0725,1971-02-12,1
"550","2","16",1971,3.04,1971-02-16,1
"551","2","17",1971,3.0513,1971-02-17,1
"552","2","18",1971,3.0675,1971-02-18,1
"553","2","19",1971,3.0525,1971-02-19,1
"554","2","22",1971,3.0438,1971-02-22,1
"555","2","23",1971,3.0565,1971-02-23,1
"556","2","24",1971,3.0445,1971-02-24,1
"557","2","25",1971,3.0733,1971-02-25,1
"558","2","26",1971,3.0695,1971-02-26,1
"559","3","1",1971,3.0625,1971-03-01,1
"560","3","2",1971,3.0688,1971-03-02,1
"561","3","3",1971,3.07,1971-03-03,1
"562","3","4",1971,3.075,1971-03-04,1
"563","3","5",1971,3.075,1971-03-05,1
"564","3","8",1971,3.0675,1971-03-08,1
"565","3","9",1971,3.0738,1971-03-09,1
"566","3","10",1971,3.0913,1971-03-10,1
"567","3","11",1971,3.0775,1971-03-11,1
"568","3","12",1971,3.0775,1971-03-12,1
"569","3","15",1971,3.0788,1971-03-15,1
"570","3","16",1971,3.0725,1971-03-16,1
"571","3","17",1971,3.015,1971-03-17,1
"572","3","18",1971,3.0338,1971-03-18,1
"573","3","19",1971,3.0225,1971-03-19,1
"574","3","22",1971,3.0213,1971-03-22,1
"575","3","23",1971,3.0338,1971-03-23,1
"576","3","24",1971,3.0413,1971-03-24,1
"577","3","25",1971,3.0438,1971-03-25,1
"578","3","26",1971,3.045,1971-03-26,1
"579","3","29",1971,3.035,1971-03-29,1
"580","3","30",1971,2.9963,1971-03-30,1
"581","3","31",1971,3.005,1971-03-31,1
"582","4","1",1971,2.9663,1971-04-01,2
"583","4","2",1971,2.9713,1971-04-02,2
"584","4","5",1971,2.9313,1971-04-05,2
"585","4","6",1971,2.9338,1971-04-06,2
"586","4","7",1971,2.9213,1971-04-07,2
"587","4","8",1971,2.8975,1971-04-08,2
"588","4","12",1971,2.8975,1971-04-12,2
"589","4","13",1971,2.9188,1971-04-13,2
"590","4","14",1971,2.9175,1971-04-14,2
