Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
China,59716467625,50056868958,47209359006,50706799903,59708343489,70436266147,76720285970,72881631327,70846535056,79705906247,92602973434,99800958648,113687586299,138544284709,144182133388,163431551780,153940455342,174938098827,149540752829,178280594413,191149211575,195866382433,205089699859,230686747153,259946510957,309488028133,300758100107,272972974765,312353631208,347768051312,360857912566,383373318084,426915712711,444731282437,564324670006,734547898221,863746717504,961603952952,1029043097554,1093997267271,1211346869605,1339395718865,1470550015082,1660287965663,1955347004963,2285965892361,2752131773355,3550342425238,4594306848763,5101702432883,6087164527421,7551500425598,8532230724142,9570405758740,10438529153238,11015542352469,11137945669351,12143491448186,13608151864638
